date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:35	33083/33083	---MCZ	200	added ('OK')	application/javascript	etag:W/%228e9e4366a594ebb925ec222954845890%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/f8e2778b-feb1-4515-9cc3-98733b7c4f28_791/2513.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/f8e2778b-feb1-4515-9cc3-98733b7c4f28_791/2513.js	(from https://www.archxilla.com/)
11:57:35	1271401/1271401	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Aug%202026%2015:57:34%20GMT	https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true	C:/My%20Web%20Sites/Portfolio%20Site/static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/sitece97.css	(from https://www.archxilla.com/)
11:57:36	475605/475605	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Aug%202026%2015:57:34%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1784658820989-T86EF34M4QVPBBCSSFUN/static.css	C:/My%20Web%20Sites/Portfolio%20Site/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1784658820989-T86EF34M4QVPBBCSSFUN/static.css	(from https://www.archxilla.com/)
11:57:38	18625/18625	---M--	200	added ('OK')	image/png	etag:CKGvz+OyuvkCEAE=	http://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/9ca9b709-ee2e-4bb4-8e49-c6b77863e213/ClovenCollective-Logo_Color-WEB.png?format=1500w	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/9ca9b709-ee2e-4bb4-8e49-c6b77863e213/ClovenCollective-Logo_Color-WEB26f7.png	(from https://www.archxilla.com/)
11:57:38	91124/91124	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Aug%202026%2015:57:35%20GMT	https://www.archxilla.com/cart	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/cart.html	(from https://www.archxilla.com/)
11:57:38	135187/135187	---MCZ	200	added ('OK')	text/html	etag:W/%2204bf47591ec5666935a14ecc981e17d7--gzip%22	https://www.archxilla.com/portfolio	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio.html	(from https://www.archxilla.com/)
11:57:39	234345/234345	---MCZ	200	added ('OK')	text/html	etag:W/%22784e8456badb9dfcb69e1fc504d14ee5--gzip%22	https://www.archxilla.com/about	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/about.html	(from https://www.archxilla.com/)
11:57:39	454477/454477	---M--	200	added ('OK')	image/png	etag:CLf1/PXhvPkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1ead5382-5282-4119-93a2-f540712b161e/ClovenCollective-Web-Art.png	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1ead5382-5282-4119-93a2-f540712b161e/ClovenCollective-Web-Art.png	(from https://www.archxilla.com/)
11:57:39	242664/242664	---M--	200	added ('OK')	image/gif	etag:CJ2k19OTvfkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660164753723-E21SVTK99RHYAR545F99/Animated-Icons-03.gif	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660164753723-E21SVTK99RHYAR545F99/Animated-Icons-03.gif	(from https://www.archxilla.com/)
11:57:40	415188/415188	---M--	200	added ('OK')	image/gif	etag:CJqVp++TvfkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660164811750-USP3F8NPIWCDL4WVKH20/Animated-Icons-01.gif	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660164811750-USP3F8NPIWCDL4WVKH20/Animated-Icons-01.gif	(from https://www.archxilla.com/)
11:57:40	224486/224486	---M--	200	added ('OK')	image/gif	etag:CPGDi+WTvfkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660164790338-EXD84IOPAD5M52JWZY7J/Animated-Icons-04.gif	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660164790338-EXD84IOPAD5M52JWZY7J/Animated-Icons-04.gif	(from https://www.archxilla.com/)
11:57:40	346536/346536	---M-Z	200	added ('OK')	text/html	etag:W/%22fdf055fc70795f26052b449df9259b3f%22	https://www.archxilla.com/insights-and-observations	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/insights-and-observations.html	(from https://www.archxilla.com/)
11:57:40	119426/119426	---M--	200	added ('OK')	image/svg+xml	etag:%22a8caec109536807b352a4e8f5ffa0f98%22	https://www.archxilla.com/universal/svg/social-accounts.svg	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/universal/svg/social-accounts.svg	(from https://www.archxilla.com/)
11:57:42	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:42	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:42	127517/127517	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2003%20Aug%202026%2015:57:39%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.3ac4db8e38074e1383b5ecad2061af25.js	C:/My%20Web%20Sites/Portfolio%20Site/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.3ac4db8e38074e1383b5ecad2061af25.js	(from https://www.archxilla.com/)
11:57:42	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:42	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:43	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:43	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:44	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:44	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:44	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:44	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:44	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:45	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:45	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
